"","State","Account.Length","Area.Code","Phone","Int.l.Plan","VMail.Plan","VMail.Message","Day.Mins","Day.Calls","Day.Charge","Eve.Mins","Eve.Calls","Eve.Charge","Night.Mins","Night.Calls","Night.Charge","Intl.Mins","Intl.Calls","Intl.Charge","CustServ.Calls","Churn."
"1763","HI",146,510,"390-2433","","no"," 0",189.3,77,"32.18",155.9,"",13.25,186,83,8.37,7.4,3,"",0,"False."
"1764","WY",93,408,"360-7246","no","yes","42",166.9,101,"28.37",273.2," 84",23.22,171,106,7.69,11.5,1,"3.11",1,"False."
"1765","CT",77,415,"335-6508","","no"," 0",245.2,87,"41.68",254.1," 83",21.6,239.4,91,10.77,7.5,4,"2.03",0,"True."
"1766","NM",111,415,"348-6720","no","no"," 0",132.6,125,"22.54",221.1," 67",18.79,127.9,101,5.76,12.7,2,"3.43",4,"True."
"1767","NJ",125,415,"406-6400","no","no"," 0",182.3,64,"30.99",139.8,"121",11.88,171.6,96,7.72,11.6,7,"3.13",2,"False."
"1768","AL",115,510,"390-7370","no","yes","14",192.3,86,"32.69",88.7," 90",7.54,229.4,120,10.32,10.5,3,"2.84",2,"False."
"1769","MN",115,510,"390-5055","yes","no"," 0",122,110,"20.74",220.2,"100",18.72,179.7,124,8.09,10.8,2,"2.92",2,"True."
"1770","NC",114,408,"405-7542","no","no"," 0",193,101,"32.81",250," 81",21.25,133.3,79,6,9.6,2,"2.59",2,"False."
"1771","OH",106,415,"364-4927","no","no"," 0",158.6,112,"26.96",220,"114",18.7,252.9,106,11.38,9.1,3,"2.46",0,"False."
"1772","ND",118,415,"329-3458","no","yes","39",91.5,125,"15.56",219.9,"113",18.69,229,99,10.31,12.7,8,"3.43",2,"False."
"1773","CO",59,510,"","no","no"," 0",153.6,92,"",205.5," 88",17.47,114.5,89,5.15,12.5,10,"3.38",1,"False."
"1774","ND",87,415,"343-4147","yes","yes","40",221.6,79,"37.67",157.1," 74",13.35,222.4,124,10.01,11.5,3,"3.11",1,"False."
"1775","NY",21,415,"335-2274","no","no"," 0",244.7,81,"41.60",168,"117",14.28,281.5,87,12.67,6.6,1,"1.78",1,"False."
"1776","WI",142,408,"343-3227","no","yes","24",239.8,103,"40.77",285.9," 65",24.3,256.7,106,11.55,9.5,4,"2.57",0,"False."
"1778","OR",149,415,"331-1391","no","no"," 0",242.5,83,"",245.4," 97",20.86,219.6,80,9.88,10,3,"2.70",3,"True."
"1779","CO",54,510,"360-1643","no","yes","39",117.6,82,"19.99",159.2," 60",13.53,236.4,113,10.64,11.3,10,"3.05",2,"False."
"1780","LA",112,510,"410-2518","no","no"," 0",174.5,127,"29.67",259.3," 71",22.04,170.5,120,7.67,11.3,7,"3.05",1,"False."
"1781","AL",68,510,"344-4970","no","no","",157.3,83,"26.74",220.9," 85",18.78,218.9,129,9.85,12,7,"3.24",1,"False."
"1782","TX",201,415,"408-1486","no","yes","21",192,97,"32.64",239.1," 81",20.32,116.1,125,5.22,15.1,3,"4.08",1,"False."
"1783","PA",88,510,"396-1648","no","no"," 0",218.2,76,"37.09",169.3," 60",14.39,141.1,99,6.35,8,1,"",1,"False."
"1784","IL",85,415,"","no","yes","29",144.6,97,"24.58",140,"102",11.9,165.4,148,7.44,10.9,3,"2.94",1,"False."
"1785","DE",51,415,"420-6465","yes","no"," 0",153.6,108,"26.11",232.9,"",19.8,214.2,92,9.64,14.1,4,"",0,"True."
"1786","MO",45,510,"398-2628","no","yes","29",135.8,104,"23.09",222.5,"101",18.91,235.6,92,10.6,7.9,6,"2.13",2,"False."
"1787","AR",116,510,"409-5519","no","no"," 0",160.7,69,"27.32",146.8,"",12.48,287.8,144,12.95,8.2,5,"2.21",0,"False."
"1788","OH",146,408,"391-8554","no","yes","31",202.5,91,"34.43",241.4,"108",20.52,169.6,77,7.63,7.8,2,"2.11",1,"False."
"1789","WI",63,510,"","no","yes","",152.2,119,"25.87",227.1," 91",19.3,195.7,103,8.81,12.3,5,"3.32",1,"False."
"1790","GA",133,510,"393-3194","no","no"," 0",227.4,90,"38.66",73.2,"",6.22,114.3,99,5.14,4.7,7,"1.27",0,"False."
"1791","KY",125,408,"328-3402","no","no"," 0",191.6,115,"32.57",205.6,"108",17.48,210.2,123,9.46,9.2,3,"2.48",2,"False."
"1792","OH",72,510,"411-4781","no","no"," 0",138.9,111,"23.61",211.6,"102",17.99,179.5,91,8.08,10.8,3,"2.92",1,"False."
"1793","TN",130,408,"401-2581","no","no"," 0",127,102,"21.59",206.9,"107",17.59,231.7,99,10.43,6.1,6,"1.65",0,"False."
"1794","SD",97,415,"","no","no"," 0",168.6,87,"28.66",259.2,"105",22.03,279.8,123,12.59,7.3,4,"",1,"False."
"1795","NY",54,415,"348-6853","no","no"," 0",286.6,73,"48.72",223.2,"",18.97,203.7,107,9.17,11.5,5,"3.11",1,"True."
"1796","GA",160,415,"341-8412","no","yes","29",164.6,121,"27.98",262.8,"108",22.34,123.8,131,5.57,15.2,4,"4.10",1,"False."
"1797","TX",79,415,"","no","no"," 0",144,90,"24.48",135.8," 91",11.54,212.4,129,9.56,13,4,"3.51",1,"False."
"1798","WV",92,415,"361-1404","no","yes","47",141.6,95,"24.07",207.9,"130",17.67,203.6,95,9.16,10.2,11,"2.75",0,"False."
"1799","MI",59,415,"","no","no"," 0",204.3,65,"34.73",247.3,"123",21.02,214.7,94,9.66,12,4,"",1,"False."
"1800","ND",132,510,"372-1824","no","no"," 0",163.2,80,"",167.6,"",14.25,87.5,90,3.94,6.2,10,"1.67",1,"False."
"1801","NE",21,510,"408-3606","no","no"," 0",225,110,"38.25",244.2,"111",20.76,221.2,93,9.95,10.7,4,"2.89",0,"False."
"1802","SD",93,415,"333-3595","no","no"," 0",176.1,103,"29.94",199.7,"130",16.97,263.9,96,11.88,8.5,6,"2.30",2,"False."
"1803","NJ",147,415,"379-7009","no","yes","36",254.2,78,"43.21",228.1,"",19.39,98,125,4.41,13.8,7,"3.73",5,"False."
"1804","AK",101,510,"411-4940","no","no"," 0",174.9,105,"29.73",262," 75",22.27,210,93,9.45,8.5,5,"2.30",1,"False."
"1805","CT",125,415,"409-7523","yes","no"," 0",187.3,118,"31.84",160.7,"111",13.66,263.8,112,11.87,9.6,2,"2.59",0,"True."
"1806","CO",63,415,"408-6725","","no"," 0",211.8,84,"36.01",230.9,"137",19.63,217.1,99,9.77,10.7,9,"2.89",3,"False."
"1807","MD",107,415,"350-2384","no","no"," 0",241.9,102,"41.12",126.9,"117",10.79,185.6,92,8.35,11.7,6,"3.16",0,"False."
"1809","NH",83,415,"415-6145","no","no"," 0",231.3,100,"",210.4," 84",17.88,217.4,106,9.78,12.4,2,"3.35",3,"False."
"1810","MN",117,408,"373-3731","no","no"," 0",161.6,104,"27.47",196.3,"",16.69,294.8,111,13.27,13.8,2,"3.73",1,"False."
"1812","NH",115,510,"399-8859","no","no"," 0",109.7,148,"18.65",223.8," 87",19.02,240.3,96,10.81,15.4,8,"4.16",3,"False."
"1813","CO",156,408,"377-4518","yes","no"," 0",277,119,"",238.3,"106",20.26,94.4,96,4.25,8.3,3,"2.24",1,"False."
"1814","KY",89,408,"341-1594","no","no"," 0",192.1,83,"32.66",163.6," 88",13.91,169.7,138,7.64,6.1,3,"1.65",0,"False."
"1815","KY",72,415,"418-8770","no","no"," 0",198.4,147,"33.73",216.9,"121",18.44,112.8,125,5.08,13.1,4,"3.54",0,"False."
"1816","IN",101,415,"332-9118","no","yes","42",209.2,82,"35.56",159.7," 74",13.57,181.6,100,8.17,9.5,3,"2.57",0,"False."
"1817","OR",53,415,"386-1418","no","no"," 0",184.8,98,"31.42",216.4,"125",18.39,141.1,116,6.35,18.4,3,"4.97",2,"False."
"1818","SD",116,408,"393-3535","no","no"," 0",167.8,119,"28.53",142,"123",12.07,190.7,128,8.58,7.3,4,"1.97",2,"False."
"1820","OR",117,415,"402-2482","no","yes","17",221.3,82,"37.62",167.6,"100",14.25,262.7,87,11.82,4.4,4,"1.19",0,"False."
"1821","NE",56,510,"408-4865","no","no"," 0",121.6,84,"20.67",165.3,"115",14.05,243.9,95,10.98,8.9,2,"2.40",1,"False."
"1822","OH",123,408,"396-6247","no","yes","39",270.4,99,"45.97",245.1,"110",20.83,108.9,113,4.9,15.4,7,"4.16",1,"False."
"1823","OH",127,408,"396-9462","no","no"," 0",139.6,94,"23.73",240.9,"112",20.48,127.1,88,5.72,8.8,4,"2.38",2,"False."
"1824","AR",116,415,"396-9279","no","yes","23",253,78,"43.01",138.9,"121",11.81,277.8,104,12.5,11.8,3,"",2,"False."
"1825","KS",138,510,"363-8715","no","yes","26",183.9,83,"31.26",240.7,"",20.46,185.7,125,8.36,15,3,"4.05",1,"False."
"1827","WI",102,408,"360-7839","no","no"," 0",200.6,106,"34.10",152.5,"127",12.96,199.4,128,8.97,7.7,2,"2.08",3,"False."
"1828","OR",95,415,"","no","no","",167.6,96,"28.49",176," 89",14.96,250.9,113,11.29,13.4,6,"3.62",2,"False."
"1829","VA",102,408,"348-5038","no","no","",156.5,67,"26.61",204.3,"103",17.37,141.9,72,6.39,9.9,2,"2.67",2,"False."
"1830","AR",89,415,"365-4728","no","yes","25",215.1,140,"36.57",197.4," 69",16.78,162.1,117,7.29,10.6,10,"2.86",1,"False."
"1831","CT",50,408,"351-9037","no","no","",301.7,82,"51.29",167.1,"",14.2,72.2,89,3.25,10.5,6,"2.84",1,"False."
"1832","OH",93,415,"397-9184","no","yes","",152.3,90,"25.89",267.5,"102",22.74,266.9,130,12.01,11.3,5,"3.05",7,"False."
"1834","IL",70,408,"382-6827","no","no"," 0",208.7,97,"35.48",275.5," 83",23.42,182.5,122,8.21,8,3,"2.16",2,"False."
"1835","MO",138,415,"408-1340","no","yes","",190.1,87,"32.32",223.2,"123",18.97,256.2,130,11.53,14.2,6,"3.83",0,"False."
"1836","DC",141,415,"333-9511","no","yes","37",185.4,87,"",178.5,"128",15.17,218.3,107,9.82,8,3,"2.16",4,"False."
"1837","MA",112,415,"358-7379","no","yes","17",183.2,95,"31.14",252.8,"125",21.49,156.7,95,7.05,9.7,3,"2.62",0,"False."
"1838","NH",117,510,"397-1766","yes","no"," 0",54.2,100," 9.21",303.2," 84",25.77,171.8,84,7.73,8.6,2,"2.32",1,"True."
"1840","AL",70,415,"345-7014","no","no"," 0",230.3,110,"39.15",77.9," 87",6.62,247.1,105,11.12,13.2,4,"3.56",1,"False."
"1841","OR",87,510,"395-1898","no","yes","22",240.8,102,"40.94",75.9,"106",6.45,224.6,115,10.11,7.1,3,"1.92",2,"False."
"1842","WV",52,510,"","no","yes","21",195.7,119,"33.27",106.2,"",9.03,157.4,94,7.08,5.3,3,"1.43",2,"False."
"1844","NV",105,408,"415-1203","no","no"," 0",166.1,93,"28.24",175.9,"106",14.95,243.5,55,10.96,16.2,3,"4.37",2,"False."
"1845","SC",77,510,"","no","yes","28",135.9,117,"23.10",244.5,"102",20.78,207.5,74,9.34,11.5,3,"3.11",4,"True."
"1846","NC",80,415,"420-8435","yes","no"," 0",189.1,122,"32.15",223.2," 92",18.97,269,116,12.11,13.9,3,"3.75",2,"True."
"1847","NH",120,510,"395-2579","no","yes","43",177.9,117,"30.24",175.1," 70",14.88,161.3,117,7.26,11.5,4,"3.11",1,"False."
"1848","WY",54,408,"405-7850","no","yes","",143.9,73,"24.46",210.3,"117",17.88,129.2,117,5.81,12.5,8,"",2,"False."
"1849","FL",148,510,"394-7710","","no"," 0",148.2,138,"25.19",159.6,"123",13.57,197.4,62,8.88,8.6,3,"2.32",2,"False."
"1850","PA",119,408,"342-4122","no","no"," 0",287.1,115,"48.81",159.3," 99",13.54,216.8,86,9.76,13.9,1,"3.75",2,"True."
"1851","NC",162,408,"340-1876","no","yes","26",179.7,144,"30.55",218.1,"129",18.54,212.3,105,9.55,9.3,8,"2.51",1,"True."
"1852","MO",85,510,"","no","no"," 0",165.8,96,"28.19",190,"141",16.15,144,116,6.48,10.9,3,"2.94",5,"True."
"1853","KS",101,510,"413-1061","no","yes","25",144.1,144,"24.50",167.6,"105",14.25,240,107,10.8,14.5,3,"3.92",1,"False."
"1854","KY",172,415,"343-5347","no","no"," 0",172.5,85,"29.33",253.1," 71",21.51,221.6,113,9.97,5.9,6,"1.59",0,"False."
"1855","DE",80,415,"376-4861","no","no"," 0",199.8,138,"33.97",167.1," 91",14.2,271.8,94,12.23,5.5,4,"1.49",1,"False."
"1856","WI",67,510,"417-2265","no","no"," 0",109.1,134,"18.55",142.3," 76",12.1,91.2,86,4.1,10.9,5,"2.94",2,"False."
"1857","CO",86,408,"419-7415","no","no"," 0",171.8,106,"29.21",301.7," 44",25.64,139.4,108,6.27,9.7,5,"2.62",1,"False."
"1858","NM",107,415,"407-2259","no","no"," 0",222.3,101,"37.79",286,"111",24.31,249.4,117,11.22,12.1,4,"3.27",1,"True."
"1859","DE",133,510,"333-2906","no","no"," 0",245.8,102,"41.79",264.7," 90",22.5,111.7,103,5.03,11.2,7,"3.02",0,"False."
"1860","IL",116,510,"360-7477","no","no"," 0",164.6,110,"27.98",270.6,"103",23,230.4,109,10.37,8,3,"2.16",0,"False."
"1861","WA",63,408,"342-5243","no","no"," 0",211.7,107,"35.99",271.7," 77",23.09,203.3,108,9.15,7.4,7,"2.00",0,"False."
"1862","MA",119,408,"417-3999","yes","yes","16",147.2,103,"25.02",160.1," 96",13.61,184,120,8.28,7.7,2,"2.08",0,"True."
"1863","OH",133,408,"379-1720","yes","no"," 0",254.7,103,"43.30",252.2," 80",21.44,178.1,103,8.01,8,3,"2.16",0,"True."
"1864","TN",94,408,"368-3117","yes","no"," 0",170.1,113,"28.92",271.8," 94",23.1,110.7,78,4.98,8.7,4,"",1,"False."
"1866","MI",146,408,"405-7676","no","no"," 0",149.3,83,"25.38",187.1,"130",15.9,149.8,100,6.74,7.9,4,"2.13",7,"True."
"1867","TX",119,510,"361-2349","no","no"," 0",81.9,75,"13.92",253.8,"114",21.57,213.1,125,9.59,8.9,1,"2.40",2,"True."
"1868","NH",142,408,"","yes","yes","25",191.1,109,"32.49",149.6,"120",12.72,227.8,60,10.25,9.8,3,"2.65",0,"False."
"1869","MD",123,408,"369-7049","","no","",206.9,115,"35.17",224.4," 86",19.07,197.4,60,8.88,8.3,2,"2.24",3,"False."
"1871","AZ",43,415,"362-3660","no","no"," 0",179.3,97,"",252.7,"126",21.48,227.5,114,10.24,8,5,"",0,"False."
"1872","IN",69,408,"","no","no"," 0",185.3,91,"31.50",219.1," 88",18.62,243.6,107,10.96,5.5,5,"1.49",0,"False."
"1874","WI",107,510,"395-8330","no","yes","25",248.6,91,"42.26",119.3,"115",10.14,194.3,83,8.74,12,1,"3.24",1,"False."
"1875","WV",67,510,"373-8895","no","no"," 0",152.5,131,"25.93",252.4,"107",21.45,185.4,104,8.34,4.9,3,"1.32",2,"False."
"1876","NY",99,415,"386-4581","no","no"," 0",145.6,102,"24.75",230.9," 87",19.63,181.5,86,8.17,11.4,7,"",1,"False."
"1877","OK",46,415,"354-8191","no","no","",164.2,116,"27.91",196.2,"153",16.68,236.1,119,10.62,8.1,1,"2.19",1,"False."
"1878","NC",55,408,"359-7562","yes","no"," 0",221,115,"37.57",165.4,"",14.06,235.4,117,10.59,9.7,4,"2.62",1,"False."
"1879","KY",39,415,"359-4336","no","no"," 0",295.4,126,"50.22",232.1,"117",19.73,204.4,123,9.2,11.5,2,"3.11",1,"True."
"1880","TX",92,510,"336-9901","no","no"," 0",139.8,98,"23.77",174.9,"143",14.87,201.6,135,9.07,9.4,7,"2.54",2,"False."
"1882","NE",76,415,"334-6519","no","no"," 0",272.7,97,"46.36",236.4," 95",20.09,235.5,105,10.6,7.7,2,"2.08",0,"True."
"1883","HI",132,408,"361-8113","yes","yes","33",200.3,75,"34.05",226.6," 67",19.26,198.8,91,8.95,12.9,3,"3.48",2,"False."
"1885","AK",51,510,"352-9130","yes","yes","12",135.8,60,"23.09",200.6,"134",17.05,192.4,98,8.66,12.3,7,"3.32",2,"False."
"1886","SD",27,408,"378-4557","no","no"," 0",236.7,110,"40.24",231.9," 92",19.71,164.7,85,7.41,12.7,6,"3.43",1,"False."
"1888","OK",105,510,"405-4109","yes","yes","28",156.1,89,"",107.1,"114",9.1,167.7,95,7.55,14.7,3,"3.97",0,"True."
"1889","WA",117,408,"381-2498","no","no"," 0",191.1,93,"32.49",282.8," 56",24.04,84.8,118,3.82,12,4,"3.24",2,"False."
"1890","SD",91,415,"357-5696","no","no"," 0",153,123,"26.01",141.1,"127",11.99,171.5,76,7.72,10.3,15,"2.78",1,"True."
"1891","OH",135,415,"412-2947","no","no"," 0",218.8,123,"37.20",242.8," 64",20.64,85.8,80,3.86,10.3,3,"2.78",4,"False."
"1892","VA",146,415,"","no","no"," 0",205.4,101,"34.92",134.9,"",11.47,310.5,83,13.97,10.3,2,"2.78",3,"False."
"1893","WI",147,415,"405-5403","yes","no"," 0",225.2,111,"38.28",184.9," 98",15.72,143.2,146,6.44,9.9,1,"2.67",0,"True."
"1894","IN",68,510,"","no","no"," 0",249.9,127,"42.48",254.5,"",21.63,273.2,98,12.29,8.9,6,"2.40",2,"True."
"1895","NM",68,408,"396-7091","no","no"," 0",131.6,89,"22.37",137,"109",11.65,256.3,107,11.53,10.2,5,"2.75",3,"False."
"1896","HI",86,408,"398-3004","no","yes","21",197.9,99,"33.64",165.6,"100",14.08,208,120,9.36,10.1,9,"2.73",0,"False."
"1897","KY",131,415,"400-4020","no","no","",166.5,129,"28.31",210.2,"107",17.87,257.2,93,11.57,9.9,5,"2.67",1,"False."
"1898","OH",86,415,"356-3448","no","yes","29",225.4,79,"38.32",187.1,"112",15.9,281.1,112,12.65,12.9,3,"3.48",1,"False."
"1899","VT",159,415,"335-2019","no","no"," 0",275.8,103,"46.89",189.5,"108",16.11,223.9,93,10.08,7.4,5,"2.00",2,"True."
"1900","AZ",134,415,"332-6633","no","yes","40",142.9,105,"24.29",88.6," 61",7.53,290,96,13.05,10.8,6,"2.92",1,"False."
"1901","VT",113,510,"359-7648","no","no"," 0",207.2,113,"35.22",256," 80",21.76,211,87,9.49,9.9,1,"2.67",1,"False."
"1902","MO",132,408,"412-9190","no","no"," 0",206.2,100,"35.05",211.2,"118",17.95,196.2,122,8.83,10.2,6,"2.75",1,"False."
"1903","AL",85,415,"368-9007","no","no"," 0",210.3,66,"35.75",195.8," 76",16.64,221.6,82,9.97,11.2,7,"3.02",1,"False."
"1904","NJ",93,510,"384-5632","","yes","38",225.7,117,"38.37",119.6,"122",10.17,193.2,125,8.69,14,7,"3.78",1,"True."
"1905","WA",174,408,"352-6068","","yes","33",167.8,91,"28.53",205.3," 91",17.45,130,132,5.85,14.5,4,"3.92",4,"True."
"1906","NY",61,415,"343-9645","no","no"," 0",197.7,118,"33.61",152.2," 96",12.94,221,93,9.95,7,3,"1.89",2,"False."
"1908","NE",88,408,"396-2187","no","yes","",190.6,104,"32.40",237.3,"105",20.17,211.6,116,9.52,9.8,1,"2.65",2,"False."
"1909","MA",88,408,"383-5109","no","yes","45",80.3,140,"13.65",153.3,"",13.03,309.2,123,13.91,12.8,3,"3.46",2,"False."
"1910","VT",195,415,"377-7843","no","yes","36",231.7,110,"39.39",225.1," 88",19.13,201.7,89,9.08,12.1,2,"3.27",0,"False."
"1911","NM",182,415,"382-7999","no","no"," 0",69.1,114,"11.75",230.3,"109",19.58,256.7,96,11.55,6.5,4,"1.76",0,"False."
"1912","CO",118,408,"328-1222","no","no"," 0",188.8,60,"32.10",217.4," 64",18.48,220.1,100,9.9,8.2,7,"2.21",4,"False."
"1913","NH",103,408,"371-1727","no","no"," 0",150.6,125,"",169.1,"126",14.37,221.2,104,9.95,10.4,8,"2.81",8,"True."
"1914","IL",65,510,"369-8871","no","no"," 0",192,89,"32.64",139.5," 88",11.86,187.4,102,8.43,5.5,4,"1.49",2,"False."
"1915","UT",61,408,"335-9726","no","yes","25",163.7,78,"27.83",113.2,"112",9.62,134.1,118,6.03,9.9,3,"2.67",3,"False."
"1916","WV",172,415,"357-3709","no","no","",211.7,100,"",198.7,"101",16.89,301.7,136,13.58,6.5,9,"1.76",1,"False."
"1917","NJ",72,415,"422-9964","no","no"," 0",175.5,103,"",132.3,"120",11.25,242.9,96,10.93,11.8,3,"3.19",1,"False."
"1919","ND",177,408,"384-9033","no","no"," 0",189.5,99,"32.22",176.3,"117",14.99,225.9,112,10.17,14.2,2,"3.83",1,"False."
"1920","WA",100,408,"382-4932","no","no"," 0",70.8,94,"12.04",215.6,"102",18.33,230.8,125,10.39,9.5,1,"2.57",6,"True."
"1921","NM",67,415,"404-7518","no","no"," 0",215.5,102,"36.64",190.7," 95",16.21,214.5,106,9.65,8.6,6,"2.32",1,"False."
"1923","GA",71,415,"391-7166","no","no"," 0",258.4,132,"43.93",126.8,"119",10.78,182.4,87,8.21,9.7,8,"",4,"False."
"1925","CT",124,415,"332-3642","no","no"," 0",131.8,82,"22.41",284.3,"119",24.17,305.5,101,13.75,11.3,2,"3.05",1,"False."
"1926","NJ",84,415,"412-3898","no","no"," 0",190.2,102,"32.33",197.7,"141",16.8,247.5,102,11.14,9.8,6,"2.65",2,"False."
"1927","ME",39,408,"366-5640","no","no"," 0",154.1,104,"26.20",204.2,"112",17.36,196.2,92,8.83,9.8,4,"2.65",2,"False."
"1928","OK",110,510,"356-2302","no","no"," 0",188,127,"31.96",90.5,"118",7.69,150.3,64,6.76,15.3,3,"4.13",3,"False."
"1929","TN",102,510,"345-9018","no","no"," 0",103.1,70,"17.53",275,"129",23.38,141.1,92,6.35,11.2,5,"3.02",1,"False."
"1930","WY",70,415,"365-6205","no","no"," 0",175.4,130,"29.82",159.5,"130",13.56,260.6,96,11.73,11.6,4,"3.13",0,"False."
"1931","NY",142,415,"337-1151","no","no"," 0",145.4,93,"24.72",209.1," 98",17.77,214,96,9.63,10.9,1,"2.94",1,"False."
"1932","DE",81,510,"374-4664","yes","no"," 0",250.6,85,"42.60",187.9," 50",15.97,120.3,131,5.41,7.8,5,"",1,"False."
"1933","RI",17,415,"396-9656","no","no"," 0",161.5,123,"27.46",214.2," 81",18.21,315,106,14.18,8.6,5,"2.32",1,"False."
"1934","PA",119,408,"377-5043","no","no"," 0",260.1,101,"44.22",256.5," 68",21.8,229.1,89,10.31,10,2,"2.70",1,"True."
"1935","HI",105,415,"401-7359","no","no"," 0",281.3,124,"47.82",301.5," 96",25.63,202.8,109,9.13,8.7,3,"",0,"True."
"1936","MD",108,415,"375-2184","yes","yes","42",130.1,90,"22.12",167,"128",14.2,244.7,80,11.01,13.6,5,"3.67",3,"True."
"1937","VA",90,415,"","no","no"," 0",102,118,"17.34",113.3,"134",9.63,188.6,105,8.49,11.4,3,"3.08",2,"False."
"1939","OR",155,408,"414-4741","no","yes","30",128.5,86,"21.85",188.4," 91",16.01,254.4,85,11.45,6.8,6,"1.84",1,"False."
"1940","AZ",113,510,"403-9719","","no"," 0",128.7,100,"21.88",227.1," 67",19.3,178.1,135,8.01,9.2,4,"2.48",2,"True."
"1941","WI",123,415,"371-8452","no","no"," 0",172.2,92,"29.27",162.6," 76",13.82,250.3,101,11.26,8.7,4,"2.35",1,"False."
"1942","VA",145,408,"392-6239","no","no","",199.2,124,"33.86",126," 86",10.71,289.2,135,13.01,7.6,3,"",1,"False."
"1943","MO",42,415,"410-5250","no","no"," 0",184.5,98,"31.37",200.5," 93",17.04,279.2,91,12.56,8.8,3,"2.38",2,"False."
"1944","NV",125,510,"336-1574","no","no"," 0",168.6,99,"28.66",175.6,"107",14.93,243.3,92,10.95,10.9,7,"2.94",0,"False."
"1945","HI",131,415,"406-8324","no","yes","30",174,118,"29.58",205.3," 81",17.45,218.2,90,9.82,6.7,3,"1.81",1,"False."
"1946","WA",107,415,"411-7110","no","no"," 0",230.4,65,"39.17",257.4," 80",21.88,107.3,88,4.83,8.5,3,"2.30",1,"False."
"1947","IL",48,408,"341-9907","no","no"," 0",198.2,73,"33.69",202.8,"115",17.24,146.4,73,6.59,5.1,5,"1.38",1,"False."
"1949","LA",128,415,"333-9266","no","no","",148.5,105,"25.25",243,"106",20.66,255.2,114,11.48,6.8,2,"1.84",1,"False."
"1950","WI",73,415,"419-4894","no","no"," 0",157.1,109,"",268.8," 83",22.85,181.5,91,8.17,10,8,"2.70",0,"False."
"1951","TX",52,415,"","no","no"," 0",155,110,"26.35",133.4,"104",11.34,176.1,84,7.92,7,4,"1.89",4,"True."
"1952","MI",126,415,"394-3048","yes","yes","26",129.3,123,"21.98",176.5,"114",15,154.5,102,6.95,9.6,7,"2.59",1,"False."
"1953","NC",124,415,"352-6265","no","no"," 0",188.5,77,"",182,"",15.47,218.2,127,9.82,6.1,6,"1.65",1,"False."
"1954","WA",137,408,"357-3187","no","no","",208.8,120,"35.50",225.3,"100",19.15,221.6,130,9.97,11.1,5,"",0,"False."
"1955","ND",71,510,"373-8483","no","no"," 0",238,82,"40.46",278.5," 94",23.67,193.1,134,8.69,11.8,10,"3.19",0,"True."
"1956","NE",139,415,"","no","no"," 0",211.1,103,"35.89",206.9,"108",17.59,193.9,70,8.73,5.6,4,"1.51",0,"False."
"1957","MS",107,510,"352-6282","no","yes","30",198.9,87,"33.81",207," 90",17.6,159.8,76,7.19,12.6,4,"3.40",3,"False."
"1958","KY",147,408,"396-2945","no","no"," 0",212.8,79,"",204.1," 91",17.35,156.2,113,7.03,10.2,2,"",1,"False."
"1959","RI",116,510,"412-3527","no","no"," 0",137.4,126,"23.36",120," 94",10.2,130.3,64,5.86,12.4,2,"3.35",3,"False."
"1960","NY",60,510,"328-4231","no","yes","31",191.8,75,"32.61",267.8,"135",22.76,200.5,62,9.02,12.8,3,"3.46",2,"False."
"1961","TX",38,510,"413-9055","no","no"," 0",149,92,"25.33",49.2,"",4.18,163.3,93,7.35,13.9,11,"3.75",0,"False."
"1963","NM",94,415,"388-8891","no","no","",108,79,"18.36",241.9,"152",20.56,252.1,92,11.34,10.4,3,"2.81",3,"False."
"1964","RI",131,415,"360-1776","no","no"," 0",112.8,133,"19.18",199.4,"116",16.95,142.7,105,6.42,10.1,5,"2.73",0,"False."
"1966","NY",139,510,"399-7268","no","no"," 0",236.6,109,"40.22",169.9,"107",14.44,212.3,118,9.55,11.1,2,"3.00",1,"True."
"1967","NE",77,415,"350-1532","no","no"," 0",169.4,102,"28.80",184.9,"",15.72,234.3,89,10.54,2,7,"0.54",1,"False."
"1968","WI",140,415,"359-2197","no","no","",129.6,79,"",246.2," 99",20.93,172.1,124,7.74,9.4,10,"2.54",3,"False."
"1969","KY",72,408,"407-9290","no","no"," 0",177.1,97,"30.11",184.7,"105",15.7,174.1,94,7.83,8,6,"2.16",1,"False."
"1971","VA",103,510,"393-4621","no","no"," 0",167.8,121,"28.53",212.9,"123",18.1,208.2,73,9.37,13,3,"3.51",5,"False."
"1972","KS",74,415,"336-7357","no","yes","32",174.6,107,"29.68",310.6,"115",26.4,234.7,92,10.56,9,4,"2.43",1,"False."
"1973","ND",124,415,"351-1466","no","no"," 0",150.3,101,"25.55",255.9,"",21.75,136.7,62,6.15,12.5,4,"3.38",2,"False."
"1975","KY",113,408,"403-2673","no","yes","",157.8,83,"26.83",161.5," 56",13.73,271.5,100,12.22,8.7,2,"2.35",5,"True."
"1976","WA",71,408,"355-1735","no","no"," 0",141.2,132,"24.00",149.1," 90",12.67,171.4,72,7.71,7,2,"1.89",2,"False."
"1977","NV",177,415,"416-7679","no","yes","27",230.2,106,"39.13",196.1," 78",16.67,215.4,108,9.69,10.4,2,"2.81",1,"False."
